,Tweet 1 ID,Tweet 2 ID,Distance
0,12,23,1.5808693741640085
1,23,74,1.5808693741640085
2,23,88,1.573910441187864
3,19,44,1.5733049020165681
4,78,85,1.565782634922341
5,23,27,1.5448186967519117
6,19,78,1.5397802113368837
7,55,78,1.5302456654453587
8,31,44,1.5300768574203625
9,44,85,1.5275949973013407
